playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,WHIP,K_per_9,BB_per_9,K_BB_ratio,ERA_calc,FIP,OBA,QS_pct,H_per_9,HR_per_9,SO_per_BB,ERA_minus,FIP_minus,BF,K_pct
weemsjo01,2024,1,WAS,NL,1,1,41,0,0,0,0,125,49,31,7,24,35,0.288,6.7,0,1,2,0,196,10,35,0,0,3,41.666666666666664,1.752,7.56,5.184,1.458,6.696,5.332,0.25,NA,10.584,1.512,1.458,158.4,135.9,59,59.3
weissgr01,2024,1,BOS,AL,4,2,62,0,0,0,1,190,65,22,7,20,58,0.274,3.13,4,2,0,0,263,16,32,1,5,6,63.333333333333336,1.342,8.242,2.842,2.9,3.126,3.653,0.247,NA,9.237,0.995,2.9,74,93.1,78,74.4
wentzjo01,2024,1,DET,AL,0,2,38,0,0,0,1,166,60,33,8,27,60,0.273,5.37,1,3,3,2,254,16,35,1,3,2,55.333333333333336,1.572,9.759,4.392,2.222,5.367,4.275,0.236,NA,9.759,1.301,2.222,127,108.9,87,69
wentzjo01,2024,2,PIT,NL,1,0,8,0,0,0,0,36,6,2,0,6,13,0.143,1.5,0,0,1,0,50,0,2,0,1,0,12,1,9.75,4.5,2.167,1.5,2.433,0.12,NA,4.5,0,2.167,35.5,62,19,68.4
wesneha01,2024,1,CHN,NL,3,6,28,7,0,0,0,203,56,29,12,21,67,0.215,3.86,0,1,2,1,283,2,37,0,0,3,67.66666666666667,1.138,8.911,2.793,3.19,3.857,4.356,0.198,NA,7.448,1.596,3.19,91.3,111,88,76.1
wheelza01,2024,1,PHI,NL,16,7,32,32,0,0,0,600,139,57,20,52,224,0.192,2.57,0,8,8,0,787,0,62,1,3,13,200,0.955,10.08,2.34,4.308,2.565,2.94,0.177,NA,6.255,0.9,4.308,60.8,74.9,276,81.2
wicksjo01,2024,1,CHN,NL,2,4,11,10,0,0,0,138,55,28,9,20,42,0.291,5.48,0,3,2,0,212,0,31,1,0,4,46,1.63,8.217,3.913,2.1,5.478,5.122,0.259,NA,10.761,1.761,2.1,129.6,130.5,62,67.7
willide03,2024,1,MIL,NL,1,0,22,0,0,0,14,65,10,3,1,11,38,0.133,1.25,1,1,2,0,88,19,3,0,0,0,21.666666666666668,0.969,15.785,4.569,3.455,1.246,1.715,0.114,NA,4.154,0.415,3.455,29.6,43.7,49,77.6
williga01,2024,1,CLE,AL,3,10,16,16,0,0,0,228,72,41,7,32,79,0.246,4.86,0,2,3,0,332,0,42,1,3,4,76,1.368,9.355,3.789,2.469,4.855,3.482,0.217,NA,8.526,0.829,2.469,114.9,88.7,111,71.2
willitr01,2024,1,WAS,NL,6,1,13,13,0,0,0,200,51,15,3,18,59,0.214,2.03,0,0,0,1,260,0,17,0,4,5,66.66666666666667,1.035,7.965,2.43,3.278,2.025,2.725,0.196,NA,6.885,0.405,3.278,48,69.4,77,76.6
wilsobr02,2024,1,MIL,NL,5,4,34,9,0,0,0,314,102,47,20,31,82,0.252,4.04,0,3,4,1,442,7,49,1,1,6,104.66666666666669,1.271,7.051,2.666,2.645,4.041,4.906,0.231,NA,8.771,1.72,2.645,95.5,125,113,72.6
wilsoju10,2024,1,CIN,NL,1,5,60,0,0,0,2,140,55,29,10,13,51,0.286,5.59,1,3,2,0,209,15,30,0,2,1,46.666666666666664,1.457,9.836,2.507,3.923,5.593,4.536,0.263,NA,10.607,1.929,3.923,132.2,115.6,64,79.7
wilsost02,2024,1,CHA,AL,1,6,40,0,0,0,0,104,29,22,8,26,34,0.227,5.71,6,1,3,1,163,12,29,3,3,0,34.666666666666664,1.587,8.827,6.75,1.308,5.712,6.388,0.178,NA,7.529,2.077,1.308,135,162.8,60,56.7
winckjo01,2024,1,BOS,AL,4,2,40,6,0,0,2,228,81,35,10,26,60,0.272,4.14,3,1,4,0,336,16,44,4,4,5,76,1.408,7.105,3.079,2.308,4.145,4.258,0.241,NA,9.592,1.184,2.308,97.9,108.5,86,69.8
winnco01,2024,1,TEX,AL,0,1,13,0,0,0,0,52,18,15,2,4,14,0.261,7.79,0,1,3,0,77,8,15,0,1,0,17.333333333333332,1.269,7.269,2.077,3.5,7.788,3.677,0.234,NA,9.346,1.038,3.5,184.2,93.7,18,77.8
winnke01,2024,1,SFN,NL,3,8,12,12,0,0,0,166,56,44,9,20,48,0.267,7.16,0,1,4,0,238,0,44,0,4,5,55.333333333333336,1.373,7.807,3.253,2.4,7.157,4.564,0.235,NA,9.108,1.464,2.4,169.3,116.3,68,70.6
woobr01,2024,1,SEA,AL,9,3,22,22,0,0,0,364,96,39,14,13,101,0.211,2.89,0,0,3,0,472,0,41,0,2,6,121.33333333333331,0.898,7.492,0.964,7.769,2.893,3.257,0.203,NA,7.121,1.038,7.769,68.3,83,114,88.6
woodal02,2024,1,OAK,AL,1,3,9,9,0,0,0,118,51,23,6,19,33,0.323,5.26,1,0,5,1,186,0,27,2,2,4,39.333333333333336,1.78,7.551,4.347,1.737,5.263,4.854,0.274,NA,11.669,1.373,1.737,124.4,123.7,52,63.5
woodfja01,2024,2,PIT,NL,0,4,7,5,0,0,0,80,33,21,4,4,19,0.292,7.09,0,2,2,0,121,1,27,0,2,1,26.666666666666668,1.388,6.413,1.35,4.75,7.087,4.075,0.273,NA,11.138,1.35,4.75,167.6,103.8,23,82.6
woodssi01,2024,1,MIN,AL,5,5,28,28,0,0,0,401,125,62,16,48,117,0.246,4.17,0,3,3,0,569,0,63,2,7,4,133.66666666666666,1.294,7.878,3.232,2.438,4.175,3.983,0.22,NA,8.416,1.077,2.438,98.6,101.5,165,70.9
wroblju01,2024,1,LAN,NL,1,2,8,6,0,0,1,109,34,23,9,16,26,0.248,5.7,0,1,1,0,154,1,24,0,0,3,36.333333333333336,1.376,6.44,3.963,1.625,5.697,6.21,0.221,NA,8.422,2.229,1.625,134.8,158.2,42,61.9
yamamyo01,2024,1,LAN,NL,7,2,18,18,0,0,0,270,78,30,7,22,105,0.229,3,0,2,1,0,368,0,32,1,4,5,90,1.111,10.5,2.2,4.773,3,2.511,0.212,NA,7.8,0.7,4.773,70.9,64,127,82.7
yarbrry01,2024,1,LAN,NL,4,2,32,0,0,0,1,202,52,28,9,25,39,0.213,3.74,3,0,7,0,281,10,29,4,1,2,67.33333333333333,1.144,5.213,3.342,1.56,3.743,4.793,0.185,NA,6.95,1.203,1.56,88.4,122.1,64,60.9
yarbrry01,2024,2,TOR,AL,1,0,12,0,0,0,0,94,18,7,2,7,26,0.173,2.01,0,0,5,0,117,2,7,0,1,3,31.333333333333332,0.798,7.468,2.011,3.714,2.011,2.94,0.154,NA,5.17,0.574,3.714,47.5,74.9,33,78.8
yateski01,2024,1,TEX,AL,7,2,61,0,0,0,33,185,23,8,3,28,85,0.113,1.17,5,1,2,2,237,50,10,0,3,0,61.666666666666664,0.827,12.405,4.086,3.036,1.168,2.338,0.097,NA,3.357,0.438,3.036,27.7,59.6,113,75.2
youngal01,2024,2,NYN,NL,0,0,14,0,0,0,0,41,11,5,2,7,13,0.216,3.29,0,0,0,0,58,7,5,0,0,2,13.666666666666666,1.317,8.561,4.61,1.857,3.293,4.637,0.19,NA,7.244,1.317,1.857,77.8,118.2,20,65
youngda02,2024,1,NYN,NL,4,1,42,0,0,0,0,113,29,19,3,18,48,0.21,4.54,1,5,7,0,165,13,22,2,0,2,37.666666666666664,1.248,11.469,4.301,2.667,4.54,3.02,0.176,NA,6.929,0.717,2.667,107.3,77,66,72.7
zastrro01,2024,1,MIL,NL,1,0,9,3,0,0,0,23,4,1,0,1,5,0.148,1.17,0,0,1,0,29,2,1,0,0,0,7.666666666666667,0.652,5.87,1.174,5,1.174,2.187,0.138,NA,4.696,0,5,27.7,55.7,6,83.3
zeferry01,2024,1,LAA,AL,0,0,12,0,0,0,0,51,7,4,0,6,18,0.127,2.12,1,0,2,0,64,4,4,0,1,2,17,0.765,9.529,3.176,3,2.118,2.041,0.109,NA,3.706,0,3,50.1,52,24,75
zerpaan01,2024,1,KCA,AL,2,0,60,0,0,0,0,161,59,23,6,19,49,0.273,3.86,2,3,2,0,239,3,24,1,1,3,53.666666666666664,1.453,8.217,3.186,2.579,3.857,3.789,0.247,NA,9.894,1.006,2.579,91.3,96.5,68,72.1
zulueyo01,2024,1,CIN,NL,0,0,12,0,0,0,0,49,15,9,2,7,20,0.246,4.96,0,1,1,0,69,6,10,0,0,3,16.333333333333332,1.347,11.02,3.857,2.857,4.959,3.529,0.217,NA,8.265,1.102,2.857,117.3,89.9,27,74.1
zuniggu01,2024,1,LAA,AL,0,0,15,0,0,0,2,53,16,10,5,8,12,0.242,5.09,2,1,1,0,76,6,10,0,1,2,17.666666666666668,1.358,6.113,4.075,1.5,5.094,6.779,0.211,NA,8.151,2.547,1.5,120.3,172.7,20,60
