playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,WHIP,K_per_9,BB_per_9,K_BB_ratio,ERA_calc,FIP,OBA,QS_pct,H_per_9,HR_per_9,SO_per_BB,ERA_minus,FIP_minus,BF,K_pct
sauceta01,2024,1,SEA,AL,2,0,53,0,0,0,3,116,35,15,3,18,38,0.24,3.49,3,1,2,0,166,11,15,0,0,4,38.666666666666664,1.371,8.845,4.19,2.111,3.491,3.54,0.211,NA,8.147,0.698,2.111,82.5,90.2,56,67.9
sauerma01,2024,1,KCA,AL,0,0,14,0,0,0,0,49,23,14,3,11,9,0.324,7.71,0,1,1,0,84,8,14,0,1,0,16.333333333333332,2.082,4.959,6.061,0.818,7.714,6.406,0.274,NA,12.673,1.653,0.818,182.3,163.2,20,45
sborzjo01,2024,1,TEX,AL,2,2,17,0,0,0,0,49,16,7,1,4,17,0.246,3.86,0,2,0,0,69,3,8,0,0,0,16.333333333333332,1.224,9.367,2.204,4.25,3.857,2.549,0.232,NA,8.816,0.551,4.25,91.3,64.9,21,81
scherma01,2024,1,TEX,AL,2,4,9,9,0,0,0,130,40,19,7,10,40,0.242,3.95,0,2,1,0,177,0,20,0,1,0,43.333333333333336,1.154,8.308,2.077,4,3.946,4.046,0.226,NA,8.308,1.454,4,93.4,103.1,50,80
schmicl01,2024,1,NYA,AL,5,5,16,16,0,0,0,256,71,27,8,30,93,0.23,2.85,0,2,9,0,353,0,31,0,5,9,85.33333333333333,1.184,9.809,3.164,3.1,2.848,3.194,0.201,NA,7.488,0.844,3.1,67.4,81.4,123,75.6
schrejo01,2024,1,KCA,AL,4,3,59,0,0,0,2,155,48,21,1,20,46,0.242,3.66,1,1,4,0,224,5,23,0,2,7,51.666666666666664,1.316,8.013,3.484,2.3,3.658,2.732,0.214,NA,8.361,0.174,2.3,86.5,69.6,66,69.7
schwesp01,2024,1,ATL,NL,8,7,21,21,0,0,0,371,106,46,14,23,127,0.226,3.35,1,3,6,0,500,0,49,2,1,7,123.66666666666669,1.043,9.243,1.674,5.522,3.348,3.076,0.212,NA,7.714,1.019,5.522,79.2,78.4,150,84.7
scottch01,2024,1,NYN,NL,0,3,9,9,0,0,0,142,45,24,8,12,39,0.249,4.56,0,0,2,0,197,0,24,1,1,4,47.333333333333336,1.204,7.415,2.282,3.25,4.563,4.41,0.228,NA,8.556,1.521,3.25,107.8,112.4,51,76.5
scottta01,2024,1,MIA,NL,6,5,44,0,0,0,18,137,19,6,2,27,53,0.127,1.18,2,0,1,0,182,35,10,4,0,3,45.666666666666664,1.007,10.445,5.321,1.963,1.182,3.122,0.104,NA,3.745,0.394,1.963,27.9,79.6,80,66.2
scottta01,2024,2,SDN,NL,3,1,28,0,0,0,4,79,26,8,1,9,31,0.252,2.73,2,0,0,0,112,6,10,0,0,2,26.333333333333332,1.329,10.595,3.076,3.444,2.734,2.265,0.232,NA,8.886,0.342,3.444,64.5,57.7,40,77.5
scottta02,2024,1,HOU,AL,7,3,62,1,0,0,0,206,45,17,7,35,71,0.188,2.23,1,0,4,0,282,11,21,0,3,1,68.66666666666667,1.165,9.306,4.587,2.029,2.228,3.886,0.16,NA,5.898,0.917,2.029,52.7,99,106,67
searsjp01,2024,1,OAK,AL,11,13,32,32,0,0,0,542,172,88,28,49,137,0.251,4.38,0,0,14,1,758,0,93,2,7,15,180.66666666666663,1.223,6.825,2.441,2.796,4.384,4.412,0.227,NA,8.568,1.395,2.796,103.5,112.4,186,73.7
severlu01,2024,1,NYN,NL,11,7,31,31,1,1,0,546,166,79,23,60,161,0.242,3.91,0,6,11,2,761,0,86,3,1,15,182,1.242,7.962,2.967,2.683,3.907,3.963,0.218,NA,8.209,1.137,2.683,92.4,101,221,72.9
sewalpa01,2024,1,ARI,NL,1,2,42,0,0,0,16,119,35,19,6,10,43,0.232,4.31,1,0,3,0,165,34,19,0,1,1,39.666666666666664,1.134,9.756,2.269,4.3,4.311,3.655,0.212,NA,7.941,1.361,4.3,101.9,93.1,53,81.1
shustja01,2024,1,CHA,AL,2,5,39,4,0,0,0,220,74,35,9,33,56,0.261,4.3,0,3,0,0,321,14,38,0,5,6,73.33333333333333,1.459,6.873,4.05,1.697,4.295,4.518,0.231,NA,9.082,1.105,1.697,101.7,115.1,89,62.9
simslu01,2024,2,BOS,AL,0,2,15,0,0,0,0,42,11,10,2,10,9,0.224,6.43,0,1,1,0,61,1,10,0,1,2,14,1.5,5.786,6.429,0.9,6.429,5.814,0.18,NA,7.071,1.286,0.9,152,148.1,19,47.4
simslu01,2024,1,CIN,NL,1,4,43,0,0,0,1,106,30,14,6,20,40,0.231,3.57,0,1,1,0,154,5,14,1,2,2,35.333333333333336,1.415,10.189,5.094,2,3.566,4.742,0.195,NA,7.642,1.528,2,84.4,120.8,60,66.7
singebr01,2024,1,KCA,AL,9,13,32,32,0,0,0,539,175,74,22,54,170,0.253,3.71,0,2,10,0,762,0,77,4,1,14,179.66666666666666,1.275,8.516,2.705,3.148,3.707,3.701,0.23,NA,8.766,1.102,3.148,87.7,94.3,224,75.9
skenepa01,2024,1,PIT,NL,11,3,23,23,0,0,0,399,94,29,10,32,170,0.198,1.96,0,2,6,1,514,0,31,0,1,15,133,0.947,11.504,2.165,5.312,1.962,2.243,0.183,NA,6.361,0.677,5.312,46.3,57.2,202,84.2
skubata01,2024,1,DET,AL,18,4,31,31,0,0,0,576,142,51,15,35,228,0.201,2.39,0,2,9,0,753,0,54,1,3,12,192,0.922,10.688,1.641,6.514,2.391,2.288,0.189,NA,6.656,0.703,6.514,56.5,58.3,263,86.7
slateju01,2024,1,BOS,AL,6,2,44,0,0,0,2,166,47,18,4,9,58,0.223,2.93,0,4,2,0,224,8,21,0,2,3,55.333333333333336,1.012,9.434,1.464,6.444,2.928,2.431,0.21,NA,7.645,0.651,6.444,69.3,61.9,67,86.6
smithbu03,2024,2,BAL,AL,2,1,25,0,0,0,0,80,25,17,5,3,23,0.248,5.74,0,0,1,0,106,5,19,1,0,3,26.666666666666668,1.05,7.762,1.012,7.667,5.737,4.15,0.236,NA,8.438,1.688,7.667,135.7,105.7,26,88.5
smithbu03,2024,1,MIA,NL,2,0,25,0,0,0,0,89,39,14,1,9,23,0.322,4.25,0,3,1,1,135,8,15,2,2,3,29.666666666666668,1.618,6.978,2.73,2.556,4.247,2.898,0.289,NA,11.831,0.303,2.556,100.5,73.8,32,71.9
smithca05,2024,1,CLE,AL,6,1,74,0,0,0,1,226,51,16,1,17,103,0.19,1.91,0,0,3,1,289,2,16,0,1,7,75.33333333333333,0.903,12.305,2.031,6.059,1.912,1.215,0.176,NA,6.093,0.119,6.059,45.2,31,120,85.8
smithdr01,2024,1,NYN,NL,1,1,19,0,0,0,2,53,18,6,2,9,23,0.265,3.06,0,3,0,0,79,4,7,0,2,1,17.666666666666668,1.528,11.717,4.585,2.556,3.057,3.496,0.228,NA,9.17,1.019,2.556,72.3,89.1,32,71.9
smithwi04,2024,1,KCA,AL,0,4,45,0,0,0,1,124,45,30,7,15,29,0.273,6.53,2,0,3,0,186,13,31,2,1,0,41.333333333333336,1.452,6.315,3.266,1.933,6.532,4.987,0.242,NA,9.798,1.524,1.933,154.4,127.1,44,65.9
smylydr01,2024,1,CHN,NL,4,8,50,0,0,0,0,176,57,25,10,25,56,0.252,3.84,3,5,3,0,257,8,29,2,1,3,58.666666666666664,1.398,8.591,3.835,2.24,3.835,4.685,0.222,NA,8.744,1.534,2.24,90.8,119.4,81,69.1
sneadki01,2024,1,SEA,AL,0,0,11,0,0,0,0,31,12,5,0,7,7,0.293,4.35,0,0,0,0,48,2,5,0,0,0,10.333333333333334,1.839,6.097,6.097,1,4.355,3.777,0.25,NA,10.452,0,1,102.8,96.2,14,50
snellbl01,2024,1,SFN,NL,5,3,20,20,1,1,0,312,65,36,6,44,145,0.174,3.12,0,8,1,0,418,0,38,0,0,2,104,1.048,12.548,3.808,3.295,3.115,2.331,0.156,NA,5.625,0.519,3.295,73.8,59.4,189,76.7
snideco01,2024,1,SEA,AL,3,4,42,0,0,0,0,125,36,9,5,13,47,0.231,1.94,2,1,0,0,169,9,14,0,0,4,41.666666666666664,1.176,10.152,2.808,3.615,1.944,3.34,0.213,NA,7.776,1.08,3.615,45.9,85.1,60,78.3
soriage01,2024,1,MIA,NL,1,1,22,0,0,0,1,88,27,22,7,13,29,0.241,6.75,0,3,4,0,131,11,23,0,2,1,29.333333333333332,1.364,8.898,3.989,2.231,6.75,5.555,0.206,NA,8.284,2.148,2.231,159.6,141.5,42,69
soriajo02,2024,1,LAA,AL,6,7,22,20,0,0,0,339,91,43,8,45,97,0.223,3.42,1,7,9,0,468,1,50,1,5,16,113,1.204,7.726,3.584,2.156,3.425,3.498,0.194,NA,7.248,0.637,2.156,80.9,89.1,142,68.3
sorokmi01,2024,1,CHA,AL,0,10,25,9,0,0,0,239,66,42,13,44,84,0.224,4.74,1,2,3,2,347,7,49,2,4,2,79.66666666666667,1.381,9.49,4.971,1.909,4.745,4.769,0.19,NA,7.456,1.469,1.909,112.1,121.5,128,65.6
sotogr01,2024,2,BAL,AL,1,1,23,0,0,0,0,53,20,10,2,7,21,0.286,5.09,1,1,2,1,79,5,11,0,0,1,17.666666666666668,1.528,10.698,3.566,3,5.094,3.383,0.253,NA,10.189,1.019,3,120.3,86.2,28,75
sotogr01,2024,1,PHI,NL,2,4,43,0,0,0,2,106,36,16,2,20,44,0.265,4.08,2,3,6,0,165,13,19,1,2,2,35.333333333333336,1.585,11.208,5.094,2.2,4.075,3.043,0.218,NA,9.17,0.509,2.2,96.5,77.5,64,68.8
speiega01,2024,1,SEA,AL,0,2,29,0,0,0,0,71,19,15,2,14,33,0.226,5.7,1,1,2,0,104,3,15,1,3,2,23.666666666666668,1.394,12.549,5.324,2.357,5.704,3.185,0.183,NA,7.225,0.761,2.357,134.8,81.2,47,70.2
spencmi01,2024,1,OAK,AL,8,10,35,24,0,0,0,454,165,77,20,44,126,0.276,4.58,0,8,6,1,651,2,79,1,2,12,151.33333333333334,1.381,7.493,2.617,2.864,4.579,4.025,0.253,NA,9.813,1.189,2.864,108.3,102.6,170,74.1
spierca01,2024,1,CIN,NL,5,7,22,10,0,0,0,272,112,55,20,27,80,0.297,5.46,0,0,5,0,410,4,59,0,1,8,90.66666666666669,1.533,7.941,2.68,2.963,5.46,5.096,0.273,NA,11.118,1.985,2.963,129.1,129.8,107,74.8
sprinje01,2024,1,TBA,AL,2,2,7,7,0,0,0,99,34,12,5,11,37,0.264,3.27,0,0,1,0,142,0,12,0,1,2,33,1.364,10.091,3,3.364,3.273,3.827,0.239,NA,9.273,1.364,3.364,77.3,97.5,48,77.1
stanery01,2024,2,NYN,NL,1,0,17,0,0,0,0,49,13,11,3,8,23,0.217,6.06,0,2,1,0,69,2,11,0,0,3,16.333333333333332,1.286,12.673,4.408,2.875,6.061,4.141,0.188,NA,7.163,1.653,2.875,143.3,105.5,31,74.2
stanery01,2024,1,SEA,AL,6,3,46,0,0,0,7,117,35,19,5,17,44,0.23,4.38,2,1,2,0,172,12,21,0,1,2,39,1.333,10.154,3.923,2.588,4.385,3.818,0.203,NA,8.077,1.154,2.588,103.5,97.3,61,72.1
staumjo01,2024,1,MIN,AL,1,0,25,0,0,0,0,73,17,10,0,14,18,0.2,3.7,0,1,1,0,102,12,12,0,2,2,24.333333333333332,1.274,6.658,5.178,1.286,3.699,3.347,0.167,NA,6.288,0,1.286,87.5,85.3,32,56.2
steelju01,2024,1,CHN,NL,5,5,24,24,1,0,0,404,111,46,12,37,135,0.219,3.07,0,1,4,0,555,0,54,5,3,5,134.66666666666666,1.099,9.022,2.473,3.649,3.074,3.078,0.2,NA,7.418,0.802,3.649,72.6,78.4,172,78.5
stewabr01,2024,1,MIN,AL,0,0,16,0,0,0,0,47,15,9,2,8,20,0.254,5.17,0,0,0,0,67,1,9,0,0,1,15.666666666666666,1.468,11.489,4.596,2.5,5.17,3.738,0.224,NA,8.617,1.149,2.5,122.2,95.2,28,71.4
stonega01,2024,1,LAN,NL,11,5,25,25,1,1,0,421,133,55,18,37,116,0.248,3.53,0,9,2,0,580,0,55,1,3,11,140.33333333333334,1.211,7.439,2.373,3.135,3.527,3.905,0.229,NA,8.53,1.154,3.135,83.5,99.5,153,75.8
strahma01,2024,1,PHI,NL,6,2,66,0,0,0,3,188,36,13,4,11,79,0.166,1.87,1,2,6,0,237,10,14,0,3,2,62.666666666666664,0.75,11.346,1.58,7.182,1.867,1.935,0.152,NA,5.17,0.574,7.182,44.2,49.3,90,87.8
stratch01,2024,1,KCA,AL,4,3,57,0,0,0,4,175,53,36,5,33,44,0.248,5.55,1,1,3,0,257,21,38,1,6,7,58.333333333333336,1.474,6.789,5.091,1.333,5.554,4.403,0.206,NA,8.177,0.771,1.333,131.2,112.2,77,57.1
strathu01,2024,1,PIT,NL,2,1,36,0,0,0,1,113,37,15,3,7,33,0.255,3.58,0,2,3,0,158,8,17,3,0,1,37.666666666666664,1.168,7.885,1.673,4.714,3.584,2.941,0.234,NA,8.841,0.717,4.714,84.6,74.9,40,82.5
strichu01,2024,1,LAA,AL,3,2,72,0,0,0,1,220,56,27,10,24,57,0.211,3.31,1,1,2,0,294,10,31,1,1,7,73.33333333333333,1.091,6.995,2.945,2.375,3.314,4.3,0.19,NA,6.873,1.227,2.375,78.3,109.6,81,70.4
stripro01,2024,1,OAK,AL,2,11,22,14,0,0,0,256,109,57,7,22,49,0.309,6.01,2,2,1,1,381,3,65,1,4,8,85.33333333333333,1.535,5.168,2.32,2.227,6.012,3.791,0.286,NA,11.496,0.738,2.227,142.1,96.6,71,69
stromma01,2024,1,NYA,AL,10,9,30,29,0,0,1,464,167,74,19,60,113,0.276,4.31,0,2,8,0,675,1,81,0,3,16,154.66666666666666,1.468,6.575,3.491,1.883,4.306,4.4,0.247,NA,9.718,1.106,1.883,101.9,112.1,173,65.3
strzepe01,2024,1,CLE,AL,0,0,10,0,0,0,0,35,11,3,1,3,9,0.256,2.31,0,0,1,0,47,6,3,0,0,3,11.666666666666666,1.2,6.943,2.314,3,2.314,3.443,0.234,NA,8.486,0.771,3,54.6,87.7,12,75
suareal01,2024,1,BAL,AL,9,7,32,24,0,0,0,401,130,55,17,43,108,0.255,3.7,1,2,3,1,565,1,56,4,5,8,133.66666666666666,1.294,7.272,2.895,2.512,3.703,4.102,0.23,NA,8.753,1.145,2.512,87.5,104.5,151,71.5
suarejo01,2024,1,LAA,AL,1,2,22,3,0,0,1,157,57,35,7,27,56,0.274,6.02,0,1,4,0,240,7,38,0,1,6,52.333333333333336,1.605,9.631,4.643,2.074,6.019,4.246,0.238,NA,9.803,1.204,2.074,142.3,108.2,83,67.5
suarera01,2024,1,PHI,NL,12,8,27,27,1,1,0,452,140,58,14,41,145,0.243,3.46,1,1,5,2,626,0,63,3,1,8,150.66666666666666,1.201,8.662,2.449,3.537,3.465,3.2,0.224,NA,8.363,0.836,3.537,81.8,81.5,186,78
suarero01,2024,1,SDN,NL,9,3,65,0,0,0,36,195,52,20,7,16,59,0.217,2.77,1,1,0,0,258,55,21,1,1,5,65,1.046,8.169,2.215,3.688,2.769,3.423,0.202,NA,7.2,0.969,3.688,65.5,87.2,75,78.7
suterbr01,2024,1,CIN,NL,1,0,47,3,0,0,2,197,63,23,10,12,50,0.249,3.15,0,2,3,0,270,20,25,0,2,4,65.66666666666667,1.142,6.853,1.645,4.167,3.152,4.105,0.233,NA,8.635,1.371,4.167,74.5,104.6,62,80.6
swanser01,2024,1,TOR,AL,2,2,45,0,0,0,0,118,36,22,11,14,37,0.235,5.03,0,0,1,1,168,15,22,0,0,1,39.333333333333336,1.271,8.466,3.203,2.643,5.034,5.922,0.214,NA,8.237,2.517,2.643,118.9,150.9,51,72.5
taillja01,2024,1,CHN,NL,12,8,28,28,0,0,0,496,154,60,21,33,125,0.243,3.27,0,4,1,2,675,0,67,3,4,8,165.33333333333334,1.131,6.804,1.796,3.788,3.266,3.838,0.228,NA,8.383,1.143,3.788,77.3,97.8,158,79.1
tatedi01,2024,1,BAL,AL,2,1,29,0,0,0,1,100,38,17,2,9,23,0.284,4.59,0,0,4,0,148,10,19,0,1,2,33.333333333333336,1.41,6.21,2.43,2.556,4.59,3.31,0.257,NA,10.26,0.54,2.556,108.5,84.3,32,71.9
taylotr01,2024,1,SEA,AL,0,0,21,0,0,0,1,58,15,8,4,7,25,0.203,3.72,0,2,0,0,81,8,8,0,0,0,19.333333333333332,1.138,11.638,3.259,3.571,3.724,4.29,0.185,NA,6.983,1.862,3.571,87.9,109.3,32,78.1
thielca01,2024,1,MIN,AL,2,4,59,0,0,0,3,142,50,28,6,24,53,0.266,5.32,2,2,0,0,216,18,33,1,3,2,47.333333333333336,1.563,10.077,4.563,2.208,5.324,4.03,0.231,NA,9.507,1.141,2.208,125.8,102.7,77,68.8
thompke02,2024,1,CHN,NL,2,1,24,0,0,0,2,91,19,9,3,18,36,0.176,2.67,0,0,0,0,127,9,12,0,1,3,30.333333333333332,1.22,10.681,5.341,2,2.67,3.792,0.15,NA,5.637,0.89,2,63.1,96.6,54,66.7
thompry02,2024,1,ARI,NL,7,5,67,0,0,0,2,199,64,24,5,15,52,0.254,3.26,2,2,1,0,272,4,26,2,2,5,66.33333333333333,1.191,7.055,2.035,3.467,3.256,3.19,0.235,NA,8.683,0.678,3.467,77.1,81.3,67,77.6
thorntr01,2024,1,SEA,AL,4,3,71,0,0,0,1,217,63,29,8,19,77,0.238,3.61,1,4,5,0,294,16,32,3,2,4,72.33333333333333,1.134,9.581,2.364,4.053,3.608,3.197,0.214,NA,7.839,0.995,4.053,85.3,81.5,96,80.2
thorpdr01,2024,1,CHA,AL,3,3,9,9,0,0,0,133,35,27,8,21,25,0.211,5.48,0,0,1,1,190,0,29,0,2,2,44.333333333333336,1.263,5.075,4.263,1.19,5.481,5.739,0.184,NA,7.105,1.624,1.19,129.6,146.2,46,54.3
tinocje01,2024,3,MIA,NL,1,0,21,0,0,0,3,80,13,6,1,5,30,0.141,2.03,1,0,1,0,98,7,6,0,0,1,26.666666666666668,0.675,10.125,1.688,6,2.025,1.9,0.133,NA,4.388,0.337,6,48,48.4,35,85.7
tinocje01,2024,1,TEX,AL,0,0,9,0,0,0,0,30,11,9,2,7,9,0.268,8.1,0,1,2,0,50,1,9,0,0,0,10,1.8,8.1,6.3,1.286,8.1,6,0.22,NA,9.9,1.8,1.286,191.5,152.9,16,56.2
tonkimi01,2024,2,MIN,AL,0,0,13,0,0,0,0,49,18,7,0,7,22,0.286,3.86,0,0,2,0,73,4,7,0,1,1,16.333333333333332,1.531,12.122,3.857,3.143,3.857,1.692,0.247,NA,9.918,0,3.143,91.3,43.1,29,75.9
tonkimi01,2024,3,NYA,AL,3,2,39,0,0,0,2,168,44,21,5,21,57,0.214,3.38,1,3,3,1,232,15,26,0,2,2,56,1.161,9.161,3.375,2.714,3.375,3.35,0.19,NA,7.071,0.804,2.714,79.9,85.4,78,73.1
toussto01,2024,1,CHA,AL,1,2,11,0,0,0,0,69,35,19,3,18,26,0.361,7.43,0,1,1,0,117,2,19,0,1,4,23,2.304,10.174,7.043,1.444,7.435,4.883,0.299,NA,13.696,1.174,1.444,175.7,124.4,44,59.1
treinbl01,2024,1,LAN,NL,7,3,50,0,0,0,1,140,33,10,5,11,56,0.194,1.93,0,1,2,0,184,6,11,0,1,0,46.666666666666664,0.943,10.8,2.121,5.091,1.929,2.8,0.179,NA,6.364,0.964,5.091,45.6,71.3,67,83.6
turnbsp01,2024,1,PHI,NL,3,0,17,7,0,0,0,163,37,16,6,20,58,0.188,2.65,0,2,5,0,222,4,17,0,0,3,54.333333333333336,1.049,9.607,3.313,2.9,2.65,3.505,0.167,NA,6.129,0.994,2.9,62.6,89.3,78,74.4
tylerky01,2024,1,MIA,NL,0,2,8,7,0,0,0,95,37,19,4,18,25,0.301,5.4,0,1,1,0,142,0,19,0,0,5,31.666666666666668,1.737,7.105,5.116,1.389,5.4,4.868,0.261,NA,10.516,1.137,1.389,127.7,124,43,58.1
ucetaed01,2024,1,TBA,AL,2,0,30,0,0,0,5,125,26,7,2,8,57,0.174,1.51,0,0,1,0,159,10,8,1,0,0,41.666666666666664,0.816,12.312,1.728,7.125,1.512,1.564,0.164,NA,5.616,0.432,7.125,35.7,39.9,65,87.7
urenajo01,2024,1,TEX,AL,5,8,33,9,0,0,1,327,105,46,13,39,70,0.254,3.8,2,3,4,0,463,8,51,2,4,12,109,1.321,5.78,3.22,1.795,3.798,4.439,0.227,NA,8.67,1.073,1.795,89.8,113.1,109,64.2
uribeab01,2024,1,MIL,NL,2,2,14,0,0,0,3,43,15,11,1,12,14,0.278,6.91,2,3,0,0,66,6,11,0,0,4,14.333333333333334,1.884,8.791,7.535,1.167,6.907,4.565,0.227,NA,9.419,0.628,1.167,163.4,116.3,26,53.8
valdefr01,2024,1,HOU,AL,15,7,28,28,1,0,0,529,140,57,13,55,169,0.221,2.91,0,8,6,1,703,0,60,2,6,32,176.33333333333334,1.106,8.626,2.807,3.073,2.909,3.077,0.199,NA,7.146,0.664,3.073,68.8,78.4,224,75.4
varlagu01,2024,2,CHA,AL,1,0,19,0,0,0,0,61,23,8,1,4,24,0.284,3.54,1,2,0,0,85,5,9,0,0,2,20.333333333333332,1.328,10.623,1.77,6,3.541,1.969,0.271,NA,10.18,0.443,6,83.7,50.2,28,85.7
varlagu01,2024,1,LAN,NL,0,0,7,0,0,0,0,18,7,2,1,4,3,0.28,3,0,0,1,0,30,2,3,0,0,0,6,1.833,4.5,6,0.75,3,6.267,0.233,NA,10.5,1.5,0.75,70.9,159.7,7,42.9
varlalo01,2024,1,MIN,AL,0,6,16,7,0,0,0,149,68,42,12,16,49,0.318,7.61,1,0,4,0,238,1,44,1,3,5,49.666666666666664,1.691,8.879,2.899,3.062,7.611,5.234,0.286,NA,12.322,2.174,3.062,179.9,133.4,65,75.4
vasqura02,2024,1,SDN,NL,4,7,20,20,0,0,0,294,119,53,13,29,62,0.304,4.87,1,5,6,2,431,0,56,2,2,14,98,1.51,5.694,2.663,2.138,4.867,4.447,0.276,NA,10.929,1.194,2.138,115.1,113.3,91,68.1
venezan01,2024,2,MIA,NL,1,0,10,0,0,0,0,34,12,4,1,2,12,0.286,3.18,0,1,1,0,47,0,5,0,2,1,11.333333333333334,1.235,9.529,1.588,6,3.176,2.659,0.255,NA,9.529,0.794,6,75.2,67.8,14,85.7
verlaju01,2024,1,HOU,AL,5,6,17,17,0,0,0,271,98,55,15,27,74,0.274,5.48,0,2,6,1,396,0,56,0,5,3,90.33333333333331,1.384,7.373,2.69,2.741,5.48,4.517,0.247,NA,9.764,1.494,2.741,129.6,115.1,101,73.3
vesiaal01,2024,1,LAN,NL,5,4,67,0,0,0,5,199,33,13,7,33,87,0.147,1.76,3,2,1,0,263,10,19,3,1,1,66.33333333333333,0.995,11.804,4.477,2.636,1.764,3.341,0.125,NA,4.477,0.95,2.636,41.6,85.1,120,72.5
vespini01,2024,1,BAL,AL,0,0,11,0,0,0,0,37,10,4,1,3,9,0.222,2.92,0,0,0,0,49,8,4,0,1,0,12.333333333333334,1.054,6.568,2.189,3,2.919,3.424,0.204,NA,7.297,0.73,3,69,87.2,12,75
vestwi01,2024,1,DET,AL,3,4,69,0,0,0,2,211,61,22,3,18,63,0.234,2.82,2,4,3,0,289,14,23,1,6,6,70.33333333333333,1.123,8.062,2.303,3.5,2.815,2.631,0.211,NA,7.806,0.384,3.5,66.7,67,81,77.8
vieirth01,2024,3,ARI,NL,0,1,11,0,0,0,0,47,11,5,2,9,14,0.196,2.87,0,2,0,1,66,4,6,0,1,1,15.666666666666666,1.277,8.043,5.17,1.556,2.872,4.696,0.167,NA,6.319,1.149,1.556,67.9,119.7,23,60.9
vieirth01,2024,1,MIL,NL,0,0,16,0,0,0,1,67,25,14,6,13,25,0.278,5.64,1,0,2,0,106,9,14,0,1,0,22.333333333333332,1.701,10.075,5.239,1.923,5.642,6.1,0.236,NA,10.075,2.418,1.923,133.3,155.4,38,65.8
vodnivi01,2024,1,COL,NL,5,4,64,0,0,0,9,221,72,35,7,37,65,0.257,4.28,1,4,1,0,320,19,37,1,1,10,73.66666666666667,1.48,7.941,4.52,1.757,4.276,4.077,0.225,NA,8.796,0.855,1.757,101.2,103.9,102,63.7
vothau01,2024,1,SEA,AL,2,5,68,0,0,0,0,183,46,25,9,18,61,0.204,3.69,0,0,3,0,248,17,31,1,0,2,61,1.049,9,2.656,3.389,3.689,3.903,0.185,NA,6.787,1.328,3.389,87.2,99.5,79,77.2
wachami01,2024,1,KCA,AL,13,8,29,29,0,0,0,500,154,62,17,45,145,0.246,3.35,1,3,5,0,685,0,65,5,4,17,166.66666666666666,1.194,7.83,2.43,3.222,3.348,3.496,0.225,NA,8.316,0.918,3.222,79.2,89.1,190,76.3
waldrma01,2024,1,SDN,NL,7,11,27,26,0,0,0,440,145,80,21,40,133,0.255,4.91,0,5,11,1,625,0,84,2,3,10,146.66666666666666,1.261,8.161,2.455,3.325,4.909,3.966,0.232,NA,8.898,1.289,3.325,116.1,101.1,173,76.9
walkejo03,2024,1,NYN,NL,0,0,10,0,0,0,0,37,13,7,1,6,11,0.277,5.11,0,2,0,1,55,5,7,0,2,1,12.333333333333334,1.541,8.027,4.378,1.833,5.108,3.83,0.236,NA,9.486,0.73,1.833,120.8,97.6,17,64.7
walkery01,2024,1,SFN,NL,10,4,76,1,0,0,10,240,50,17,5,18,99,0.179,1.91,1,2,9,0,308,22,19,1,1,7,80,0.85,11.138,2.025,5.5,1.912,2.112,0.162,NA,5.625,0.562,5.5,45.2,53.8,117,84.6
walketa01,2024,1,PHI,NL,3,7,19,15,0,0,0,251,107,66,24,37,58,0.317,7.1,0,0,3,0,381,1,68,0,3,10,83.66666666666667,1.721,6.239,3.98,1.568,7.1,6.769,0.281,NA,11.51,2.582,1.568,167.9,172.5,95,61.1
walstbl01,2024,1,ARI,NL,1,0,7,2,0,0,0,55,16,9,4,10,18,0.229,4.42,0,0,3,0,83,3,12,0,0,2,18.333333333333332,1.418,8.836,4.909,1.8,4.418,5.609,0.193,NA,7.855,1.964,1.8,104.5,142.9,28,64.3
waltean01,2024,1,CLE,AL,1,0,9,1,0,0,0,26,1,0,0,5,6,0.038,0,0,1,0,0,32,3,1,0,1,0,8.666666666666666,0.692,6.231,5.192,1.2,0,3.446,0.031,NA,1.038,0,1.2,0,87.8,11,54.5
weathry01,2024,1,MIA,NL,5,6,16,16,0,0,0,260,78,35,11,24,80,0.236,3.63,1,2,9,1,367,0,39,1,2,5,86.66666666666667,1.177,8.308,2.492,3.333,3.635,3.735,0.213,NA,8.1,1.142,3.333,85.8,95.2,104,76.9
weavelu01,2024,1,NYA,AL,7,3,62,0,0,0,4,252,52,27,10,26,103,0.176,2.89,0,1,4,0,331,12,28,1,4,3,84,0.929,11.036,2.786,3.962,2.893,3.124,0.157,NA,5.571,1.071,3.962,68.3,79.6,129,79.8
webbja01,2024,1,BAL,AL,2,5,60,0,0,0,2,170,40,19,4,27,58,0.192,3.02,1,0,1,0,237,8,23,0,1,0,56.666666666666664,1.182,9.212,4.288,2.148,3.018,3.4,0.169,NA,6.353,0.635,2.148,71.4,86.6,85,68.2
webblo01,2024,1,SFN,NL,13,10,33,33,1,1,0,614,202,79,11,50,172,0.258,3.47,3,4,2,1,841,0,83,1,5,25,204.66666666666663,1.231,7.564,2.199,3.44,3.474,2.851,0.24,NA,8.883,0.484,3.44,82,72.6,222,77.5
